family_id,score,review_required,reasons
family_001359,0,false,
family_001360,0,false,
family_001361,0,false,
family_001362,0,false,
family_001363,0,false,
family_001364,0,false,
family_001365,0,false,
family_001366,0,false,
family_001367,0,false,
family_001368,0,false,
family_001369,0,false,
family_001370,0,false,
family_001371,0,false,
family_001372,0,false,
family_001373,0,false,
family_001374,0,false,
family_001375,0,false,
family_001376,0,false,
family_001377,0,false,
family_001378,0,false,
family_001379,0,false,
family_001380,0,false,
family_001381,0,false,
family_001382,0,false,
family_001383,0,false,
family_001384,90,true,одна карта связана минимум с четырьмя семьями; доля возвратов не ниже 50%; повторяющиеся уценённые SKU в коротком окне
family_001385,0,false,
family_001386,0,false,
family_001387,0,false,
family_001388,0,false,
family_001389,0,false,
family_001390,0,false,
family_001391,0,false,
family_001392,0,false,
family_001393,0,false,
family_001394,0,false,
family_001395,0,false,
family_001396,0,false,
family_001397,0,false,
family_001398,0,false,
family_001399,0,false,
family_001400,0,false,
family_001401,0,false,
family_001402,0,false,
family_001403,0,false,
family_001404,0,false,
family_001405,0,false,
family_001406,0,false,
family_001407,0,false,
family_001408,0,false,
family_001409,0,false,
family_001410,0,false,
family_001411,0,false,
family_001412,0,false,
family_001413,0,false,
family_001414,0,false,
family_001415,0,false,
family_001416,0,false,
family_001417,0,false,
family_001418,0,false,
family_001419,0,false,
family_001420,0,false,
family_001421,0,false,
family_001422,0,false,
family_001423,0,false,
family_001424,0,false,
family_001425,0,false,
family_001426,0,false,
family_001427,0,false,
family_001428,0,false,
family_001429,0,false,
family_001430,0,false,
family_001431,0,false,
family_001432,0,false,
family_001433,0,false,
family_001434,0,false,
family_001435,0,false,
family_001436,0,false,
family_001437,0,false,
family_001438,0,false,
family_001439,0,false,
family_001440,0,false,
family_001441,0,false,
family_001442,0,false,
family_001443,0,false,
family_001444,0,false,
family_001445,0,false,
family_001446,0,false,
family_001447,0,false,
family_001448,0,false,
family_001449,0,false,
family_001450,0,false,
family_001451,0,false,
family_001452,0,false,
family_001453,0,false,
family_001454,0,false,
family_001455,0,false,
family_001456,0,false,
family_001457,0,false,
family_001458,0,false,
family_001459,0,false,
family_001460,0,false,
family_001461,0,false,
family_001462,0,false,
family_001463,0,false,
family_001464,0,false,
family_001465,0,false,
family_001466,0,false,
family_001467,0,false,
family_001468,0,false,
family_001469,0,false,
family_001470,0,false,
family_001471,0,false,
family_001472,0,false,
family_001473,0,false,
family_001474,0,false,
family_001475,0,false,
family_001476,0,false,
family_001477,0,false,
family_001478,0,false,
family_001479,0,false,
family_001480,0,false,
family_001481,0,false,
family_001482,0,false,
family_001483,0,false,
family_001484,0,false,
family_001485,0,false,
family_001486,0,false,
family_001487,0,false,
family_001488,0,false,
family_001489,0,false,
family_001490,0,false,
family_001491,0,false,
family_001492,0,false,
family_001493,0,false,
family_001494,0,false,
family_001495,0,false,
family_001496,0,false,
family_001497,0,false,
family_001498,0,false,
family_001499,0,false,
family_001500,0,false,
family_001501,0,false,
family_001502,0,false,
family_001503,0,false,
family_001504,0,false,
family_001505,0,false,
family_001506,0,false,
family_001507,0,false,
family_001508,0,false,
family_001509,0,false,
family_001510,0,false,
family_001511,0,false,
family_001512,0,false,
family_001513,0,false,
family_001514,0,false,
family_001515,0,false,
family_001516,0,false,
family_001517,0,false,
family_001518,0,false,
family_001519,0,false,
family_001520,0,false,
family_001521,0,false,
family_001522,0,false,
family_001523,0,false,
family_001524,0,false,
family_001525,0,false,
family_001526,0,false,
family_001527,0,false,
family_001528,0,false,
family_001529,0,false,
family_001530,0,false,
family_001531,0,false,
family_001532,0,false,
family_001533,0,false,
family_001534,0,false,
family_001535,0,false,
family_001536,0,false,
family_001537,0,false,
family_001538,0,false,
family_001539,0,false,
family_001540,0,false,
family_001541,0,false,
family_001542,0,false,
family_001543,0,false,
family_001544,0,false,
family_001545,0,false,
family_001546,0,false,
family_001547,0,false,
family_001548,0,false,
family_001549,0,false,
family_001550,0,false,
family_001551,0,false,
family_001552,0,false,
family_001553,0,false,
family_001554,0,false,
family_001555,0,false,
family_001556,0,false,
family_001557,90,true,одна карта связана минимум с четырьмя семьями; доля возвратов не ниже 50%; повторяющиеся уценённые SKU в коротком окне
family_001558,0,false,
family_001559,0,false,
family_001560,0,false,
family_001561,0,false,
family_001562,0,false,
family_001563,0,false,
family_001564,0,false,
family_001565,0,false,
family_001566,0,false,
family_001567,0,false,
family_001568,0,false,
family_001569,0,false,
family_001570,0,false,
family_001571,0,false,
family_001572,0,false,
family_001573,0,false,
family_001574,0,false,
family_001575,0,false,
family_001576,0,false,
family_001577,0,false,
family_001578,0,false,
family_001579,0,false,
family_001580,0,false,
family_001581,0,false,
family_001582,0,false,
family_001583,0,false,
family_001584,0,false,
family_001585,0,false,
family_001586,0,false,
family_001587,0,false,
family_001588,0,false,
family_001589,0,false,
family_001590,0,false,
family_001591,0,false,
family_001592,0,false,
family_001593,0,false,
family_001594,0,false,
family_001595,0,false,
family_001596,0,false,
family_001597,0,false,
family_001598,0,false,
family_001599,0,false,
family_001600,0,false,
family_001601,0,false,
family_001602,0,false,
family_001603,0,false,
family_001604,0,false,
family_001605,0,false,
family_001606,0,false,
family_001607,0,false,
family_001608,0,false,
family_001609,0,false,
family_001610,0,false,
family_001611,0,false,
family_001612,0,false,
family_001613,0,false,
family_001614,0,false,
family_001615,0,false,
family_001616,0,false,
family_001617,0,false,
family_001618,0,false,
family_001619,0,false,
family_001620,0,false,
family_001621,0,false,
family_001622,0,false,
family_001623,0,false,
family_001624,0,false,
family_001625,0,false,
family_001626,0,false,
family_001627,0,false,
family_001628,0,false,
family_001629,0,false,
family_001630,0,false,
family_001631,0,false,
family_001632,0,false,
family_001633,0,false,
family_001634,0,false,
family_001635,0,false,
family_001636,0,false,
family_001637,0,false,
family_001638,0,false,
family_001639,0,false,
family_001640,0,false,
family_001641,0,false,
family_001642,0,false,
family_001643,0,false,
family_001644,0,false,
family_001645,0,false,
family_001646,0,false,
family_001647,0,false,
family_001648,0,false,
family_001649,0,false,
family_001650,0,false,
family_001651,0,false,
family_001652,0,false,
family_001653,0,false,
family_001654,0,false,
family_001655,0,false,
family_001656,0,false,
family_001657,0,false,
family_001658,0,false,
family_001659,0,false,
family_001660,0,false,
family_001661,0,false,
family_001662,0,false,
family_001663,0,false,
family_001664,0,false,
family_001665,0,false,
family_001666,0,false,
family_001667,0,false,
family_001668,0,false,
family_001669,0,false,
family_001670,0,false,
family_001671,0,false,
family_001672,0,false,
family_001673,0,false,
family_001674,0,false,
family_001675,0,false,
family_001676,0,false,
family_001677,0,false,
family_001678,0,false,
family_001679,0,false,
family_001680,0,false,
family_001681,0,false,
family_001682,0,false,
family_001683,0,false,
family_001684,0,false,
family_001685,0,false,
family_001686,0,false,
family_001687,0,false,
family_001688,0,false,
family_001689,0,false,
family_001690,0,false,
family_001691,0,false,
family_001692,0,false,
family_001693,0,false,
family_001694,0,false,
family_001695,0,false,
family_001696,0,false,
family_001697,0,false,
family_001698,0,false,
family_001699,0,false,
family_001700,0,false,
family_001701,0,false,
family_001702,0,false,
family_001703,0,false,
family_001704,0,false,
family_001705,0,false,
family_001706,0,false,
family_001707,0,false,
family_001708,0,false,
family_001709,0,false,
family_001710,0,false,
family_001711,0,false,
family_001712,0,false,
family_001713,0,false,
family_001714,0,false,
family_001715,0,false,
family_001716,0,false,
family_001717,0,false,
family_001718,0,false,
family_001719,0,false,
family_001720,0,false,
family_001721,0,false,
family_001722,0,false,
family_001723,0,false,
family_001724,0,false,
family_001725,0,false,
family_001726,0,false,
family_001727,0,false,
family_001728,0,false,
family_001729,0,false,
family_001730,90,true,одна карта связана минимум с четырьмя семьями; доля возвратов не ниже 50%; повторяющиеся уценённые SKU в коротком окне
family_001731,0,false,
family_001732,0,false,
family_001733,0,false,
family_001734,0,false,
family_001735,0,false,
family_001736,0,false,
family_001737,0,false,
family_001738,0,false,
family_001739,0,false,
family_001740,0,false,
family_001741,0,false,
family_001742,0,false,
family_001743,0,false,
family_001744,0,false,
family_001745,0,false,
family_001746,0,false,
family_001747,0,false,
family_001748,0,false,
family_001749,0,false,
family_001750,0,false,
family_001751,0,false,
family_001752,0,false,
family_001753,0,false,
family_001754,0,false,
family_001755,0,false,
family_001756,0,false,
family_001757,0,false,
family_001758,0,false,
family_001759,0,false,
family_001760,0,false,
family_001761,0,false,
family_001762,0,false,
family_001763,0,false,
family_001764,0,false,
family_001765,0,false,
family_001766,0,false,
family_001767,0,false,
family_001768,0,false,
family_001769,0,false,
family_001770,0,false,
family_001771,0,false,
family_001772,0,false,
family_001773,0,false,
family_001774,0,false,
family_001775,0,false,
family_001776,0,false,
family_001777,0,false,
family_001778,0,false,
family_001779,0,false,
family_001780,0,false,
family_001781,0,false,
family_001782,0,false,
family_001783,0,false,
family_001784,0,false,
family_001785,0,false,
family_001786,0,false,
family_001787,0,false,
family_001788,0,false,
family_001789,0,false,
family_001790,0,false,
family_001791,0,false,
family_001792,0,false,
family_001793,0,false,
family_001794,0,false,
family_001795,0,false,
family_001796,0,false,
family_001797,0,false,
family_001798,0,false,
family_001799,0,false,
family_001800,0,false,
family_001801,0,false,
family_001802,0,false,
family_001803,0,false,
family_001804,0,false,
family_001805,0,false,
family_001806,0,false,
family_001807,0,false,
family_001808,0,false,
family_001809,0,false,
family_001810,0,false,
family_001811,0,false,
family_001812,0,false,
family_001813,0,false,
family_001814,0,false,
family_001815,0,false,
family_001816,0,false,
family_001817,0,false,
family_001818,0,false,
family_001819,0,false,
family_001820,0,false,
family_001821,0,false,
family_001822,0,false,
family_001823,0,false,
family_001824,0,false,
family_001825,0,false,
family_001826,0,false,
family_001827,0,false,
family_001828,0,false,
family_001829,0,false,
family_001830,0,false,
family_001831,0,false,
family_001832,0,false,
family_001833,0,false,
family_001834,0,false,
family_001835,0,false,
family_001836,0,false,
family_001837,0,false,
family_001838,0,false,
family_001839,0,false,
family_001840,0,false,
family_001841,0,false,
family_001842,0,false,
family_001843,0,false,
family_001844,0,false,
family_001845,0,false,
family_001846,0,false,
family_001847,0,false,
family_001848,0,false,
family_001849,0,false,
family_001850,0,false,
family_001851,0,false,
family_001852,0,false,
family_001853,0,false,
family_001854,0,false,
family_001855,0,false,
family_001856,0,false,
family_001857,0,false,
family_001858,0,false,
family_001859,0,false,
family_001860,0,false,
family_001861,0,false,
family_001862,0,false,
family_001863,0,false,
family_001864,0,false,
family_001865,0,false,
family_001866,0,false,
family_001867,0,false,
family_001868,0,false,
family_001869,0,false,
family_001870,0,false,
family_001871,0,false,
family_001872,0,false,
family_001873,0,false,
family_001874,0,false,
family_001875,0,false,
family_001876,0,false,
family_001877,0,false,
family_001878,0,false,
family_001879,0,false,
family_001880,0,false,
family_001881,0,false,
family_001882,0,false,
family_001883,0,false,
family_001884,0,false,
family_001885,0,false,
family_001886,0,false,
family_001887,0,false,
family_001888,0,false,
family_001889,0,false,
family_001890,0,false,
family_001891,0,false,
family_001892,0,false,
family_001893,0,false,
family_001894,0,false,
family_001895,0,false,
family_001896,0,false,
family_001897,0,false,
family_001898,0,false,
family_001899,0,false,
family_001900,0,false,
family_001901,0,false,
family_001902,0,false,
family_001903,90,true,одна карта связана минимум с четырьмя семьями; доля возвратов не ниже 50%; повторяющиеся уценённые SKU в коротком окне
family_001904,0,false,
family_001905,0,false,
family_001906,0,false,
family_001907,0,false,
family_001908,0,false,
family_001909,0,false,
family_001910,0,false,
family_001911,0,false,
family_001912,0,false,
family_001913,0,false,
family_001914,0,false,
family_001915,0,false,
family_001916,0,false,
family_001917,0,false,
family_001918,0,false,
family_001919,0,false,
family_001920,0,false,
family_001921,0,false,
family_001922,0,false,
family_001923,0,false,
family_001924,0,false,
family_001925,0,false,
family_001926,0,false,
family_001927,0,false,
family_001928,0,false,
family_001929,0,false,
family_001930,0,false,
family_001931,0,false,
family_001932,0,false,
family_001933,0,false,
family_001934,0,false,
family_001935,0,false,
family_001936,0,false,
family_001937,0,false,
family_001938,0,false,
family_001939,0,false,
family_001940,0,false,
family_001941,0,false,
family_001942,0,false,
family_001943,0,false,
family_001944,0,false,
family_001945,0,false,
family_001946,0,false,
family_001947,0,false,
family_001948,0,false,
family_001949,0,false,
family_001950,0,false,
family_001951,0,false,
family_001952,0,false,
family_001953,0,false,
family_001954,0,false,
family_001955,0,false,
family_001956,0,false,
family_001957,0,false,
family_001958,0,false,
family_001959,0,false,
family_001960,0,false,
family_001961,0,false,
family_001962,0,false,
family_001963,0,false,
family_001964,0,false,
family_001965,0,false,
family_001966,0,false,
family_001967,0,false,
family_001968,0,false,
family_001969,0,false,
family_001970,0,false,
family_001971,0,false,
family_001972,0,false,
family_001973,0,false,
family_001974,0,false,
family_001975,0,false,
family_001976,0,false,
family_001977,0,false,
family_001978,0,false,
family_001979,0,false,
family_001980,0,false,
family_001981,0,false,
family_001982,0,false,
family_001983,0,false,
family_001984,0,false,
family_001985,0,false,
family_001986,0,false,
family_001987,0,false,
family_001988,0,false,
family_001989,0,false,
family_001990,0,false,
family_001991,0,false,
family_001992,0,false,
family_001993,0,false,
family_001994,0,false,
family_001995,0,false,
family_001996,0,false,
family_001997,0,false,
family_001998,0,false,
family_001999,0,false,
