user_id,family_id,network_home,x5_segment,is_app_user,behavior_type,child_stage,city_bucket,base_freq_per_week,avg_check_rub,promo_share,markdown_share,top_categories
u_000702,family_000702,ТС5,дети до 3,true,категорийный,1-2,9,2.91,676.8,0.3,0.05,фрукты;хлеб;детские каши;молочка;подгузники
u_000708,family_000708,ТС5,дети до 3,true,охотник,0-6,17,2.5,676.8,0.5,0.25,фрукты;хлеб;молочка;детская гигиена;подгузники
u_000716,family_000716,ТС5,дети до 3,true,хозяин,2-3,18,2.61,676.8,0.3,0.05,детские каши;подгузники;фрукты;молочка;хлеб
u_000718,family_000718,ТС5,дети до 3,true,категорийный,6-9,20,2.53,676.8,0.3,0.05,молочка;детские каши;фрукты;хлеб;подгузники
u_000722,family_000722,ТС5,дети до 3,true,хозяин,2-3,14,2.66,676.8,0.3,0.05,детские каши;хлеб;подгузники;фрукты;молочка
u_000725,family_000725,ТС5,дети до 3,true,хозяин,2-3,15,1.63,676.8,0.3,0.05,детские каши;детская гигиена;молочка;хлеб;фрукты
u_000727,family_000727,ТСЧ,дети до 3,true,хозяин,2-3,20,2.56,853.2,0.3,0.05,подгузники;хлеб;молочка;детские каши;детская гигиена
u_000735,family_000735,ТС5,дети до 3,true,хозяин,0-6,8,2.65,676.8,0.3,0.05,хлеб;подгузники;молочка;фрукты;детская гигиена
u_000739,family_000739,ТС5,дети до 3,true,хозяин,9-12,6,1.86,676.8,0.3,0.05,детские каши;подгузники;фрукты;хлеб;молочка
u_000743,family_000743,ТС5,дети до 3,true,охотник,1-2,17,2.44,676.8,0.5,0.25,фрукты;подгузники;молочка;детская гигиена;детские каши
u_000745,family_000745,ТС5,дети до 3,true,категорийный,2-3,4,2.27,676.8,0.3,0.05,детские каши;подгузники;хлеб;молочка;детская гигиена
u_000746,family_000746,ТС5,дети до 3,true,охотник,0-6,4,2.61,676.8,0.5,0.25,детские каши;детская гигиена;фрукты;хлеб;подгузники
u_000753,family_000753,ТС5,дети до 3,true,хозяин,9-12,19,2.74,676.8,0.3,0.05,детские каши;подгузники;молочка;фрукты;хлеб
u_000755,family_000755,ТС5,дети до 3,true,охотник,2-3,16,1.85,676.8,0.5,0.25,подгузники;фрукты;хлеб;детская гигиена;молочка
u_000760,family_000760,ТСЧ,дети до 3,true,хозяин,2-3,2,3.0,853.2,0.3,0.05,молочка;хлеб;фрукты;детские каши;подгузники
u_000768,family_000768,ТСЧ,дети до 3,true,охотник,0-6,15,1.72,853.2,0.5,0.25,подгузники;фрукты;хлеб;детские каши;детская гигиена
u_000774,family_000774,ТС5,дети до 3,true,хозяин,2-3,19,1.89,676.8,0.3,0.05,молочка;детские каши;подгузники;хлеб;фрукты
u_000780,family_000780,ТС5,дети до 3,true,категорийный,1-2,14,2.74,676.8,0.3,0.05,детская гигиена;фрукты;хлеб;детские каши;молочка
u_000800,family_000800,ТС5,дети до 3,true,хозяин,0-6,13,2.55,676.8,0.3,0.05,детская гигиена;фрукты;молочка;хлеб;подгузники
u_000802,family_000802,ТС5,дети до 3,true,охотник,0-6,5,2.47,676.8,0.5,0.25,подгузники;фрукты;детские каши;хлеб;молочка
u_000817,family_000817,ТС5,дети до 3,true,хозяин,0-6,2,2.34,676.8,0.3,0.05,молочка;детские каши;фрукты;подгузники;детская гигиена
u_000818,family_000818,ТС5,дети до 3,true,охотник,0-6,15,2.08,676.8,0.5,0.25,детские каши;фрукты;подгузники;детская гигиена;хлеб
u_000821,family_000821,ТС5,дети до 3,true,категорийный,9-12,10,2.38,676.8,0.3,0.05,фрукты;детская гигиена;хлеб;детские каши;молочка
u_000835,family_000835,ТС5,дети до 3,true,категорийный,1-2,9,2.37,676.8,0.3,0.05,хлеб;фрукты;подгузники;детские каши;молочка
u_000836,family_000836,ТСЧ,дети до 3,true,хозяин,6-9,10,2.14,853.2,0.3,0.05,детские каши;фрукты;детская гигиена;хлеб;молочка
u_000838,family_000838,ТС5,дети до 3,true,хозяин,1-2,11,1.91,676.8,0.3,0.05,подгузники;детская гигиена;детские каши;хлеб;фрукты
u_000841,family_000841,ТС5,дети до 3,true,хозяин,2-3,9,1.51,676.8,0.3,0.05,молочка;хлеб;фрукты;детская гигиена;детские каши
u_000843,family_000843,ТСХ,дети до 3,true,охотник,2-3,15,2.58,1053.6,0.5,0.25,детские каши;молочка;подгузники;детская гигиена;хлеб
u_000846,family_000846,ТС5,дети до 3,true,хозяин,6-9,5,2.97,676.8,0.3,0.05,молочка;фрукты;детские каши;детская гигиена;подгузники
u_000848,family_000848,ТС5,дети до 3,true,хозяин,2-3,16,1.54,676.8,0.3,0.05,детская гигиена;подгузники;детские каши;хлеб;фрукты
u_000849,family_000849,ТС5,дети до 3,true,хозяин,0-6,12,2.28,676.8,0.3,0.05,детская гигиена;молочка;детские каши;хлеб;подгузники
u_000853,family_000853,ТС5,дети до 3,true,охотник,9-12,15,2.02,676.8,0.5,0.25,хлеб;молочка;детские каши;фрукты;подгузники
u_000856,family_000856,ТСЧ,дети до 3,true,категорийный,0-6,4,2.26,853.2,0.3,0.05,молочка;детские каши;фрукты;подгузники;детская гигиена
u_000862,family_000862,ТС5,дети до 3,true,охотник,0-6,13,2.65,676.8,0.5,0.25,детская гигиена;молочка;хлеб;подгузники;фрукты
u_000867,family_000867,ТС5,дети до 3,true,категорийный,0-6,18,2.69,676.8,0.3,0.05,фрукты;детская гигиена;молочка;подгузники;хлеб
u_000869,family_000869,ТС5,дети до 3,true,охотник,1-2,17,2.46,676.8,0.5,0.25,детская гигиена;фрукты;подгузники;детские каши;молочка
u_000874,family_000874,ТС5,дети до 3,true,хозяин,1-2,3,2.93,676.8,0.3,0.05,подгузники;детская гигиена;фрукты;хлеб;молочка
u_000875,family_000875,ТС5,дети до 3,true,охотник,6-9,8,2.26,676.8,0.5,0.25,детские каши;хлеб;молочка;подгузники;фрукты
u_000877,family_000877,ТСЧ,дети до 3,true,хозяин,1-2,15,2.13,853.2,0.3,0.05,фрукты;детские каши;детская гигиена;хлеб;подгузники
u_000878,family_000878,ТСХ,дети до 3,true,хозяин,9-12,20,2.31,1053.6,0.3,0.05,фрукты;детская гигиена;молочка;хлеб;детские каши
u_000883,family_000883,ТС5,дети до 3,true,хозяин,1-2,2,2.88,676.8,0.3,0.05,молочка;подгузники;детская гигиена;детские каши;хлеб
u_000885,family_000885,ТС5,дети до 3,true,категорийный,2-3,7,2.81,676.8,0.3,0.05,детская гигиена;детские каши;молочка;фрукты;хлеб
u_000886,family_000886,ТС5,дети до 3,true,категорийный,2-3,10,2.6,676.8,0.3,0.05,хлеб;подгузники;фрукты;молочка;детская гигиена
u_000889,family_000889,ТС5,дети до 3,true,охотник,0-6,15,2.35,676.8,0.5,0.25,детская гигиена;хлеб;фрукты;подгузники;молочка
u_000893,family_000893,ТСЧ,дети до 3,true,хозяин,1-2,11,2.06,853.2,0.3,0.05,молочка;хлеб;детская гигиена;детские каши;фрукты
u_000896,family_000896,ТС5,дети до 3,true,категорийный,9-12,1,2.45,676.8,0.3,0.05,подгузники;молочка;детские каши;хлеб;детская гигиена
u_000897,family_000897,ТС5,дети до 3,true,хозяин,1-2,16,2.98,676.8,0.3,0.05,хлеб;подгузники;детские каши;детская гигиена;фрукты
u_000908,family_000908,ТС5,дети до 3,true,хозяин,9-12,13,1.59,676.8,0.3,0.05,молочка;детская гигиена;фрукты;хлеб;подгузники
u_000910,family_000910,ТСЧ,дети до 3,true,хозяин,1-2,12,2.64,853.2,0.3,0.05,детские каши;подгузники;молочка;детская гигиена;фрукты
u_000911,family_000911,ТСХ,дети до 3,true,хозяин,9-12,19,2.8,1053.6,0.3,0.05,подгузники;молочка;детские каши;фрукты;хлеб
u_000912,family_000912,ТС5,дети до 3,true,хозяин,6-9,7,1.83,676.8,0.3,0.05,хлеб;детская гигиена;подгузники;фрукты;детские каши
u_000915,family_000915,ТС5,дети до 3,true,охотник,6-9,13,2.66,676.8,0.5,0.25,хлеб;подгузники;детские каши;молочка;детская гигиена
u_000916,family_000916,ТС5,дети до 3,true,хозяин,0-6,4,1.62,676.8,0.3,0.05,детские каши;фрукты;детская гигиена;подгузники;хлеб
u_000923,family_000923,ТС5,дети до 3,true,категорийный,9-12,20,2.31,676.8,0.3,0.05,детская гигиена;подгузники;фрукты;детские каши;молочка
u_000925,family_000925,ТСХ,дети до 3,true,охотник,9-12,13,2.47,1053.6,0.5,0.25,детская гигиена;детские каши;фрукты;подгузники;хлеб
u_000927,family_000927,ТС5,дети до 3,true,охотник,6-9,14,2.73,676.8,0.5,0.25,молочка;детские каши;фрукты;подгузники;хлеб
u_000937,family_000937,ТС5,дети до 3,true,категорийный,2-3,4,2.11,676.8,0.3,0.05,фрукты;детская гигиена;подгузники;молочка;хлеб
u_000943,family_000943,ТС5,дети до 3,true,хозяин,2-3,17,2.85,676.8,0.3,0.05,детские каши;подгузники;хлеб;фрукты;молочка
u_000945,family_000945,ТС5,дети до 3,true,хозяин,1-2,1,2.04,676.8,0.3,0.05,хлеб;детская гигиена;подгузники;детские каши;фрукты
u_000947,family_000947,ТС5,дети до 3,true,охотник,6-9,11,2.63,676.8,0.5,0.25,детские каши;фрукты;хлеб;подгузники;молочка
u_000949,family_000949,ТСЧ,дети до 3,true,охотник,0-6,14,2.22,853.2,0.5,0.25,молочка;детские каши;подгузники;детская гигиена;фрукты
u_000956,family_000956,ТС5,дети до 3,true,хозяин,0-6,4,2.5,676.8,0.3,0.05,хлеб;фрукты;детская гигиена;детские каши;молочка
u_000957,family_000957,ТСХ,дети до 3,true,охотник,2-3,20,2.06,1053.6,0.5,0.25,хлеб;молочка;детская гигиена;фрукты;детские каши
u_000960,family_000960,ТС5,дети до 3,true,хозяин,2-3,12,2.84,676.8,0.3,0.05,детские каши;подгузники;хлеб;фрукты;детская гигиена
u_000963,family_000963,ТСХ,дети до 3,true,охотник,1-2,20,1.91,1053.6,0.5,0.25,детская гигиена;подгузники;хлеб;молочка;фрукты
u_000967,family_000967,ТС5,дети до 3,true,категорийный,9-12,3,2.92,676.8,0.3,0.05,фрукты;молочка;детская гигиена;детские каши;хлеб
u_000976,family_000976,ТС5,дети до 3,true,хозяин,6-9,10,2.0,676.8,0.3,0.05,детская гигиена;хлеб;подгузники;молочка;фрукты
u_000981,family_000981,ТС5,дети до 3,true,хозяин,0-6,9,2.87,676.8,0.3,0.05,хлеб;молочка;фрукты;детские каши;подгузники
u_000984,family_000984,ТС5,дети до 3,true,категорийный,2-3,11,1.71,676.8,0.3,0.05,хлеб;детская гигиена;детские каши;фрукты;молочка
u_000985,family_000985,ТС5,дети до 3,true,охотник,6-9,13,1.63,676.8,0.5,0.25,хлеб;детские каши;детская гигиена;молочка;подгузники
u_001002,family_001002,ТСХ,дети до 3,true,хозяин,1-2,2,2.84,1053.6,0.3,0.05,хлеб;детские каши;детская гигиена;подгузники;молочка
u_001003,family_001003,ТСЧ,дети до 3,true,категорийный,0-6,1,1.71,853.2,0.3,0.05,молочка;фрукты;подгузники;детская гигиена;детские каши
u_001005,family_001005,ТСХ,дети до 3,true,категорийный,9-12,15,2.48,1053.6,0.3,0.05,детская гигиена;подгузники;детские каши;фрукты;хлеб
u_001006,family_001006,ТСЧ,дети до 3,true,категорийный,6-9,15,2.05,853.2,0.3,0.05,фрукты;молочка;хлеб;подгузники;детская гигиена
u_001009,family_001009,ТС5,дети до 3,true,охотник,1-2,4,1.63,676.8,0.5,0.25,хлеб;подгузники;детские каши;детская гигиена;фрукты
u_001015,family_001015,ТС5,дети до 3,true,охотник,1-2,12,2.87,676.8,0.5,0.25,фрукты;детские каши;подгузники;молочка;хлеб
u_001016,family_001016,ТС5,дети до 3,true,охотник,9-12,11,1.52,676.8,0.5,0.25,детские каши;детская гигиена;хлеб;фрукты;подгузники
u_001020,family_001020,ТС5,дети до 3,true,хозяин,1-2,12,2.03,676.8,0.3,0.05,фрукты;детские каши;молочка;подгузники;хлеб
u_001024,family_001024,ТС5,дети до 3,true,хозяин,1-2,18,2.07,676.8,0.3,0.05,детская гигиена;детские каши;подгузники;хлеб;молочка
u_001034,family_001034,ТС5,дети до 3,true,охотник,0-6,4,2.19,676.8,0.5,0.25,фрукты;подгузники;хлеб;детские каши;детская гигиена
u_001036,family_001036,ТС5,дети до 3,true,охотник,6-9,14,2.06,676.8,0.5,0.25,молочка;детские каши;детская гигиена;подгузники;фрукты
u_001043,family_001043,ТС5,дети до 3,true,охотник,9-12,3,2.17,676.8,0.5,0.25,подгузники;фрукты;молочка;детские каши;детская гигиена
u_001045,family_001045,ТСХ,дети до 3,true,хозяин,9-12,12,1.72,1053.6,0.3,0.05,молочка;подгузники;фрукты;детская гигиена;детские каши
u_001057,family_001057,ТС5,дети до 3,true,категорийный,9-12,16,1.84,676.8,0.3,0.05,молочка;хлеб;подгузники;детская гигиена;детские каши
u_001074,family_001074,ТС5,дети до 3,true,охотник,6-9,14,2.78,676.8,0.5,0.25,хлеб;детская гигиена;молочка;фрукты;подгузники
u_001078,family_001078,ТСХ,дети до 3,true,охотник,9-12,10,1.67,1053.6,0.5,0.25,подгузники;детские каши;детская гигиена;фрукты;хлеб
u_001083,family_001083,ТС5,дети до 3,true,категорийный,0-6,9,2.88,676.8,0.3,0.05,фрукты;молочка;детская гигиена;хлеб;детские каши
u_001085,family_001085,ТС5,дети до 3,true,охотник,2-3,6,2.06,676.8,0.5,0.25,детские каши;подгузники;детская гигиена;молочка;хлеб
u_001086,family_001086,ТС5,дети до 3,true,охотник,9-12,15,2.03,676.8,0.5,0.25,детские каши;хлеб;фрукты;детская гигиена;подгузники
u_001088,family_001088,ТС5,дети до 3,true,охотник,9-12,2,2.63,676.8,0.5,0.25,детские каши;детская гигиена;хлеб;молочка;подгузники
u_001091,family_001091,ТС5,дети до 3,true,категорийный,6-9,8,2.84,676.8,0.3,0.05,хлеб;детская гигиена;молочка;детские каши;фрукты
u_001096,family_001096,ТС5,дети до 3,true,категорийный,1-2,12,2.5,676.8,0.3,0.05,детские каши;хлеб;подгузники;детская гигиена;молочка
u_001100,family_001100,ТСХ,дети до 3,true,охотник,6-9,9,2.68,1053.6,0.5,0.25,хлеб;молочка;детские каши;подгузники;детская гигиена
u_001101,family_001101,ТС5,дети до 3,true,охотник,2-3,17,2.66,676.8,0.5,0.25,фрукты;молочка;детская гигиена;хлеб;детские каши
u_001102,family_001102,ТС5,дети до 3,true,охотник,1-2,3,1.57,676.8,0.5,0.25,хлеб;детская гигиена;фрукты;подгузники;молочка
u_001103,family_001103,ТС5,дети до 3,true,хозяин,6-9,8,1.66,676.8,0.3,0.05,детская гигиена;детские каши;фрукты;подгузники;молочка
u_001105,family_001105,ТС5,дети до 3,true,хозяин,2-3,18,1.8,676.8,0.3,0.05,молочка;детские каши;фрукты;хлеб;детская гигиена
u_001110,family_001110,ТС5,дети до 3,true,хозяин,1-2,8,1.58,676.8,0.3,0.05,фрукты;молочка;подгузники;детские каши;детская гигиена
u_001113,family_001113,ТС5,дети до 3,true,хозяин,0-6,5,1.81,676.8,0.3,0.05,хлеб;молочка;подгузники;детские каши;детская гигиена
u_001121,family_001121,ТС5,дети до 3,true,хозяин,0-6,3,1.88,676.8,0.3,0.05,фрукты;детская гигиена;детские каши;молочка;хлеб
u_001123,family_001123,ТС5,дети до 3,true,хозяин,9-12,14,2.56,676.8,0.3,0.05,фрукты;детские каши;молочка;подгузники;хлеб
u_001130,family_001130,ТС5,дети до 3,true,охотник,6-9,13,2.2,676.8,0.5,0.25,детская гигиена;хлеб;подгузники;фрукты;молочка
u_001135,family_001135,ТС5,дети до 3,true,хозяин,6-9,5,2.81,676.8,0.3,0.05,хлеб;подгузники;детская гигиена;фрукты;молочка
u_001136,family_001136,ТС5,дети до 3,true,хозяин,9-12,2,2.33,676.8,0.3,0.05,детская гигиена;подгузники;молочка;хлеб;фрукты
u_001141,family_001141,ТСЧ,дети до 3,true,охотник,6-9,13,2.64,853.2,0.5,0.25,хлеб;подгузники;фрукты;детские каши;детская гигиена
u_001143,family_001143,ТС5,дети до 3,true,категорийный,9-12,8,2.7,676.8,0.3,0.05,молочка;детская гигиена;детские каши;фрукты;подгузники
u_001144,family_001144,ТС5,дети до 3,true,категорийный,1-2,12,1.62,676.8,0.3,0.05,фрукты;хлеб;подгузники;детская гигиена;молочка
u_001145,family_001145,ТС5,дети до 3,true,хозяин,2-3,5,2.89,676.8,0.3,0.05,детская гигиена;детские каши;хлеб;молочка;фрукты
u_001146,family_001146,ТСХ,дети до 3,true,хозяин,1-2,14,2.26,1053.6,0.3,0.05,детская гигиена;фрукты;детские каши;молочка;подгузники
u_001149,family_001149,ТС5,дети до 3,true,охотник,0-6,11,2.85,676.8,0.5,0.25,молочка;фрукты;подгузники;хлеб;детские каши
u_001153,family_001153,ТС5,дети до 3,true,категорийный,2-3,17,2.77,676.8,0.3,0.05,детские каши;молочка;фрукты;детская гигиена;хлеб
u_001163,family_001163,ТС5,дети до 3,true,хозяин,2-3,7,1.5,676.8,0.3,0.05,подгузники;детские каши;детская гигиена;молочка;хлеб
u_001167,family_001167,ТС5,дети до 3,true,хозяин,0-6,12,2.55,676.8,0.3,0.05,хлеб;детская гигиена;детские каши;фрукты;молочка
u_001170,family_001170,ТСЧ,дети до 3,true,хозяин,2-3,6,2.3,853.2,0.3,0.05,хлеб;подгузники;молочка;фрукты;детские каши
u_001175,family_001175,ТСЧ,дети до 3,true,хозяин,9-12,3,1.61,853.2,0.3,0.05,фрукты;детские каши;подгузники;хлеб;молочка
u_001176,family_001176,ТС5,дети до 3,true,хозяин,2-3,10,2.68,676.8,0.3,0.05,детские каши;фрукты;подгузники;детская гигиена;молочка
u_001178,family_001178,ТС5,дети до 3,true,категорийный,2-3,17,1.87,676.8,0.3,0.05,подгузники;детские каши;фрукты;детская гигиена;хлеб
u_001179,family_001179,ТС5,дети до 3,true,хозяин,6-9,15,2.05,676.8,0.3,0.05,фрукты;подгузники;молочка;детская гигиена;хлеб
u_001183,family_001183,ТСХ,дети до 3,true,хозяин,6-9,11,2.19,1053.6,0.3,0.05,детские каши;фрукты;подгузники;хлеб;детская гигиена
u_001185,family_001185,ТС5,дети до 3,true,хозяин,2-3,16,1.71,676.8,0.3,0.05,фрукты;детские каши;хлеб;подгузники;детская гигиена
u_001189,family_001189,ТС5,дети до 3,true,категорийный,0-6,10,2.55,676.8,0.3,0.05,детская гигиена;подгузники;детские каши;хлеб;фрукты
u_001190,family_001190,ТС5,дети до 3,true,хозяин,9-12,18,2.83,676.8,0.3,0.05,молочка;подгузники;детская гигиена;детские каши;хлеб
u_001195,family_001195,ТС5,дети до 3,true,хозяин,2-3,13,2.07,676.8,0.3,0.05,детские каши;хлеб;молочка;детская гигиена;фрукты
u_001204,family_001204,ТС5,дети до 3,true,категорийный,6-9,20,2.61,676.8,0.3,0.05,молочка;хлеб;детская гигиена;фрукты;детские каши
u_001207,family_001207,ТС5,дети до 3,true,категорийный,0-6,19,2.9,676.8,0.3,0.05,подгузники;хлеб;фрукты;детские каши;молочка
u_001208,family_001208,ТС5,дети до 3,true,категорийный,6-9,1,1.83,676.8,0.3,0.05,молочка;детские каши;подгузники;хлеб;фрукты
u_001211,family_001211,ТС5,дети до 3,true,хозяин,9-12,19,2.05,676.8,0.3,0.05,хлеб;фрукты;детские каши;молочка;подгузники
u_001217,family_001217,ТСЧ,дети до 3,true,охотник,1-2,13,2.21,853.2,0.5,0.25,детская гигиена;молочка;фрукты;детские каши;хлеб
u_001219,family_001219,ТСЧ,дети до 3,true,хозяин,2-3,6,2.88,853.2,0.3,0.05,фрукты;хлеб;детская гигиена;молочка;подгузники
u_001221,family_001221,ТС5,дети до 3,true,хозяин,6-9,10,1.96,676.8,0.3,0.05,детская гигиена;хлеб;фрукты;детские каши;подгузники
u_001225,family_001225,ТС5,дети до 3,true,охотник,9-12,12,2.01,676.8,0.5,0.25,подгузники;фрукты;детские каши;хлеб;молочка
u_001227,family_001227,ТС5,дети до 3,true,хозяин,9-12,14,1.77,676.8,0.3,0.05,детские каши;фрукты;подгузники;детская гигиена;хлеб
u_001230,family_001230,ТС5,дети до 3,true,категорийный,1-2,17,2.06,676.8,0.3,0.05,детские каши;молочка;фрукты;подгузники;хлеб
u_001231,family_001231,ТСЧ,дети до 3,true,хозяин,0-6,5,1.51,853.2,0.3,0.05,хлеб;фрукты;молочка;подгузники;детская гигиена
u_001232,family_001232,ТС5,дети до 3,true,хозяин,1-2,15,2.05,676.8,0.3,0.05,фрукты;молочка;хлеб;детская гигиена;детские каши
u_001237,family_001237,ТС5,дети до 3,true,хозяин,1-2,1,1.78,676.8,0.3,0.05,хлеб;молочка;подгузники;детская гигиена;детские каши
u_001238,family_001238,ТСХ,дети до 3,true,категорийный,2-3,17,2.31,1053.6,0.3,0.05,детская гигиена;подгузники;молочка;детские каши;хлеб
u_001245,family_001245,ТС5,дети до 3,true,хозяин,9-12,19,2.15,676.8,0.3,0.05,подгузники;молочка;детские каши;хлеб;детская гигиена
u_001251,family_001251,ТС5,дети до 3,true,хозяин,2-3,17,3.0,676.8,0.3,0.05,фрукты;хлеб;детские каши;подгузники;детская гигиена
u_001267,family_001267,ТС5,дети до 3,true,хозяин,0-6,11,1.84,676.8,0.3,0.05,детская гигиена;хлеб;фрукты;детские каши;подгузники
u_001291,family_001291,ТС5,дети до 3,true,хозяин,1-2,2,2.75,676.8,0.3,0.05,подгузники;фрукты;молочка;хлеб;детская гигиена
u_001293,family_001293,ТСХ,дети до 3,true,категорийный,0-6,18,1.74,1053.6,0.3,0.05,фрукты;подгузники;детские каши;молочка;хлеб
u_001297,family_001297,ТСХ,дети до 3,true,хозяин,2-3,5,1.78,1053.6,0.3,0.05,детская гигиена;хлеб;молочка;подгузники;детские каши
u_001298,family_001298,ТС5,дети до 3,true,категорийный,6-9,18,2.02,676.8,0.3,0.05,подгузники;молочка;фрукты;хлеб;детские каши
u_001301,family_001301,ТСХ,дети до 3,true,хозяин,6-9,17,2.87,1053.6,0.3,0.05,хлеб;фрукты;подгузники;детские каши;молочка
u_001302,family_001302,ТС5,дети до 3,true,охотник,9-12,14,1.79,676.8,0.5,0.25,подгузники;фрукты;молочка;детская гигиена;детские каши
u_001304,family_001304,ТСЧ,дети до 3,true,категорийный,9-12,8,3.0,853.2,0.3,0.05,подгузники;детские каши;фрукты;хлеб;детская гигиена
u_001311,family_001311,ТС5,дети до 3,true,охотник,9-12,16,2.2,676.8,0.5,0.25,молочка;детская гигиена;хлеб;детские каши;фрукты
u_001315,family_001315,ТС5,дети до 3,true,охотник,0-6,13,2.45,676.8,0.5,0.25,детская гигиена;хлеб;подгузники;детские каши;молочка
u_001319,family_001319,ТСХ,дети до 3,true,хозяин,2-3,5,1.64,1053.6,0.3,0.05,детские каши;подгузники;фрукты;молочка;детская гигиена
u_001322,family_001322,ТСЧ,дети до 3,true,категорийный,9-12,18,1.85,853.2,0.3,0.05,фрукты;детская гигиена;молочка;подгузники;детские каши
u_001323,family_001323,ТС5,дети до 3,true,категорийный,6-9,5,2.31,676.8,0.3,0.05,фрукты;детские каши;детская гигиена;хлеб;подгузники
u_001326,family_001326,ТС5,дети до 3,true,хозяин,6-9,13,2.68,676.8,0.3,0.05,хлеб;детские каши;фрукты;молочка;подгузники
u_001335,family_001335,ТС5,дети до 3,true,охотник,0-6,19,1.64,676.8,0.5,0.25,детская гигиена;молочка;детские каши;хлеб;подгузники
u_001338,family_001338,ТСЧ,дети до 3,true,категорийный,6-9,9,2.17,853.2,0.3,0.05,подгузники;молочка;детские каши;фрукты;детская гигиена
u_001340,family_001340,ТСЧ,дети до 3,true,охотник,6-9,11,2.74,853.2,0.5,0.25,подгузники;хлеб;детские каши;детская гигиена;молочка
u_001349,family_001349,ТСХ,дети до 3,true,хозяин,2-3,16,2.3,1053.6,0.3,0.05,подгузники;фрукты;детская гигиена;молочка;детские каши
u_001354,family_001354,ТС5,дети до 3,true,охотник,9-12,1,2.96,676.8,0.5,0.25,подгузники;молочка;хлеб;детские каши;фрукты
u_001368,family_001368,ТС5,дети до 3,true,охотник,9-12,16,2.99,676.8,0.5,0.25,молочка;подгузники;фрукты;детские каши;хлеб
u_001369,family_001369,ТС5,дети до 3,true,категорийный,2-3,6,2.46,676.8,0.3,0.05,хлеб;подгузники;фрукты;детские каши;детская гигиена
u_001373,family_001373,ТСЧ,дети до 3,true,категорийный,0-6,5,1.71,853.2,0.3,0.05,детская гигиена;фрукты;молочка;хлеб;детские каши
u_001383,family_001383,ТС5,дети до 3,true,категорийный,2-3,17,1.93,676.8,0.3,0.05,детская гигиена;хлеб;молочка;подгузники;детские каши
u_001392,family_001392,ТС5,дети до 3,true,категорийный,2-3,14,2.06,676.8,0.3,0.05,молочка;детская гигиена;детские каши;подгузники;фрукты
u_001393,family_001393,ТС5,дети до 3,true,хозяин,2-3,14,1.58,676.8,0.3,0.05,детская гигиена;молочка;хлеб;фрукты;детские каши
u_001394,family_001394,ТСЧ,дети до 3,true,категорийный,0-6,7,2.08,853.2,0.3,0.05,хлеб;детская гигиена;молочка;детские каши;подгузники
u_001395,family_001395,ТС5,дети до 3,true,категорийный,6-9,14,1.97,676.8,0.3,0.05,детская гигиена;хлеб;детские каши;фрукты;подгузники
u_001397,family_001397,ТСЧ,дети до 3,true,охотник,6-9,10,2.76,853.2,0.5,0.25,молочка;фрукты;хлеб;детские каши;детская гигиена
u_001399,family_001399,ТС5,дети до 3,true,хозяин,2-3,16,2.55,676.8,0.3,0.05,молочка;детская гигиена;подгузники;хлеб;детские каши
u_001407,family_001407,ТСЧ,дети до 3,true,хозяин,9-12,13,2.0,853.2,0.3,0.05,фрукты;детские каши;хлеб;молочка;детская гигиена
u_001411,family_001411,ТС5,дети до 3,true,категорийный,1-2,11,2.68,676.8,0.3,0.05,подгузники;фрукты;хлеб;детские каши;молочка
u_001414,family_001414,ТСХ,дети до 3,true,категорийный,1-2,6,2.26,1053.6,0.3,0.05,подгузники;детская гигиена;фрукты;детские каши;хлеб
u_001415,family_001415,ТСЧ,дети до 3,true,хозяин,0-6,3,1.78,853.2,0.3,0.05,молочка;детская гигиена;фрукты;детские каши;хлеб
u_001416,family_001416,ТС5,дети до 3,true,хозяин,1-2,9,2.74,676.8,0.3,0.05,хлеб;детская гигиена;подгузники;молочка;фрукты
u_001422,family_001422,ТС5,дети до 3,true,категорийный,6-9,5,2.39,676.8,0.3,0.05,детская гигиена;хлеб;подгузники;детские каши;фрукты
u_001431,family_001431,ТС5,дети до 3,true,охотник,9-12,3,2.17,676.8,0.5,0.25,детская гигиена;молочка;хлеб;детские каши;подгузники
u_001436,family_001436,ТС5,дети до 3,true,охотник,0-6,9,2.18,676.8,0.5,0.25,детская гигиена;фрукты;детские каши;хлеб;подгузники
u_001438,family_001438,ТСЧ,дети до 3,true,хозяин,1-2,11,2.09,853.2,0.3,0.05,молочка;фрукты;подгузники;хлеб;детская гигиена
u_001445,family_001445,ТСХ,дети до 3,true,хозяин,6-9,19,1.55,1053.6,0.3,0.05,детская гигиена;фрукты;детские каши;подгузники;хлеб
u_001446,family_001446,ТСХ,дети до 3,true,хозяин,6-9,13,1.82,1053.6,0.3,0.05,фрукты;подгузники;молочка;детская гигиена;детские каши
u_001448,family_001448,ТС5,дети до 3,true,хозяин,2-3,13,1.81,676.8,0.3,0.05,подгузники;хлеб;детские каши;фрукты;молочка
u_001449,family_001449,ТС5,дети до 3,true,охотник,6-9,19,2.73,676.8,0.5,0.25,молочка;детские каши;подгузники;хлеб;фрукты
u_001458,family_001458,ТСЧ,дети до 3,true,хозяин,0-6,9,2.56,853.2,0.3,0.05,хлеб;детские каши;детская гигиена;фрукты;подгузники
u_001461,family_001461,ТС5,дети до 3,true,хозяин,2-3,18,1.72,676.8,0.3,0.05,хлеб;молочка;детские каши;подгузники;детская гигиена
